source,target,relationship,source_role,target_role,target_freq
Area_51,Indian_Springs_Air_Force_Auxiliary_Field,co_occurs_with,source_role,target_role,1
Area_51,Iraqi_Air_Force,co_occurs_with,source_role,target_role,1
Area_51,JP-7,co_occurs_with,source_role,target_role,1
Area_51,Janet_(airline),co_occurs_with,source_role,target_role,1
Area_51,Jeppesen,co_occurs_with,source_role,target_role,1
Area_51,Jonathan_Turley,co_occurs_with,source_role,target_role,1
Area_51,Kelly_Johnson_(engineer),co_occurs_with,source_role,target_role,1
Area_51,Lee_Hamilton,co_occurs_with,source_role,target_role,1
Area_51,Lesley_Stahl,co_occurs_with,source_role,target_role,1
Area_51,Lewis_Carroll,co_occurs_with,source_role,target_role,1
Area_51,Lockheed_A-12,co_occurs_with,source_role,target_role,1
Area_51,Lockheed_C-5_Galaxy,co_occurs_with,source_role,target_role,1
Area_51,Lockheed_D-21,co_occurs_with,source_role,target_role,1
Area_51,Lockheed_Have_Blue,co_occurs_with,source_role,target_role,1
Area_51,Lockheed_SR-71_Blackbird,co_occurs_with,source_role,target_role,1
Area_51,Lockheed_U-2,co_occurs_with,source_role,target_role,1
Area_51,Majestic_12,co_occurs_with,source_role,target_role,2
Area_51,"Mercury,_Nevada",co_occurs_with,source_role,target_role,1
Area_51,MiG-17,co_occurs_with,source_role,target_role,1
Area_51,MiG-21,co_occurs_with,source_role,target_role,1
Area_51,Military_Storage_and_Disposition_Center,co_occurs_with,source_role,target_role,1
Area_51,Mossad,co_occurs_with,source_role,target_role,1
Area_51,Munir_Redfa,co_occurs_with,source_role,target_role,1
Area_51,NASA,co_occurs_with,source_role,target_role,2
Area_51,NAS_Miramar,co_occurs_with,source_role,target_role,1
Area_51,National_Atlas,co_occurs_with,source_role,target_role,1
Area_51,National_Photographic_Interpretation_Center,co_occurs_with,source_role,target_role,1
Area_51,National_Security_Archive,co_occurs_with,source_role,target_role,1
Area_51,Naval_Air_Station_Point_Mugu,co_occurs_with,source_role,target_role,1
Area_51,Nellis_AFB,co_occurs_with,source_role,target_role,1
Area_51,Nellis_Air_Force_Range,co_occurs_with,source_role,target_role,1
Area_51,Nevada,co_occurs_with,source_role,target_role,1
Area_51,Nevada_Department_of_Transportation,co_occurs_with,source_role,target_role,1
Area_51,Nevada_National_Security_Site,co_occurs_with,source_role,target_role,1
Area_51,Nevada_State_Route_375,co_occurs_with,source_role,target_role,1
Area_51,Nevada_Test_Site,co_occurs_with,source_role,target_role,1
Area_51,Nevada_Test_and_Training_Range,co_occurs_with,source_role,target_role,1
Area_51,New_York_Daily_News,co_occurs_with,source_role,target_role,1
Area_51,Northrop_B-2_Spirit,co_occurs_with,source_role,target_role,1
Area_51,Northrop_Grumman_Corporation,co_occurs_with,source_role,target_role,1
Area_51,Northrop_Tacit_Blue,co_occurs_with,source_role,target_role,1
Area_51,OXCART,co_occurs_with,source_role,target_role,1
Area_51,Operation_Diamond,co_occurs_with,source_role,target_role,1
Area_51,Papoose_Lake,co_occurs_with,source_role,target_role,1
Area_51,Papoose_Range,co_occurs_with,source_role,target_role,1
Area_51,Photo_interpreter,co_occurs_with,source_role,target_role,1
Area_51,Plant_42,co_occurs_with,source_role,target_role,1
Area_51,Polychlorinated_dibenzodioxins,co_occurs_with,source_role,target_role,1
Area_51,Presidential_determination,co_occurs_with,source_role,target_role,1
Area_51,Project_Blue_Book,co_occurs_with,source_role,target_role,1
Area_51,"Rachel,_Nevada",co_occurs_with,source_role,target_role,1
Area_51,Red_Square,co_occurs_with,source_role,target_role,1
Area_51,Resource_Conservation_and_Recovery_Act,co_occurs_with,source_role,target_role,1
Area_51,Richard_G._Thomas,co_occurs_with,source_role,target_role,1
Area_51,Richard_M._Bissell_Jr.,co_occurs_with,source_role,target_role,1
Area_51,Rutgers_University,co_occurs_with,source_role,target_role,1
Area_51,Salt_pan_(geology),co_occurs_with,source_role,target_role,1
Area_51,Security_clearance,co_occurs_with,source_role,target_role,1
Area_51,Sheila_Widnall,co_occurs_with,source_role,target_role,1
Area_51,Skunk_Works,co_occurs_with,source_role,target_role,1
Area_51,Skylab_4,co_occurs_with,source_role,target_role,1
Area_51,Special_use_airspace,co_occurs_with,source_role,target_role,1
Area_51,State_University_of_New_York,co_occurs_with,source_role,target_role,1
Area_51,State_secrets_privilege,co_occurs_with,source_role,target_role,1
Area_51,Stealth_technology,co_occurs_with,source_role,target_role,1
Area_51,Storm_Area_51,co_occurs_with,source_role,target_role,1
Area_51,Sukhoi_Su-27,co_occurs_with,source_role,target_role,1
Area_51,T-33_Shooting_Star,co_occurs_with,source_role,target_role,1
Area_51,Tactical_Air_Command,co_occurs_with,source_role,target_role,1
Area_51,The_Space_Review,co_occurs_with,source_role,target_role,1
Area_51,Tikaboo_Valley,co_occurs_with,source_role,target_role,1
Area_51,Tonopah_Air_Force_Station,co_occurs_with,source_role,target_role,1
Area_51,Tonopah_Basin,co_occurs_with,source_role,target_role,1
Area_51,Tonopah_Test_Range_Airport,co_occurs_with,source_role,target_role,1
Area_51,Top_Secret/Sensitive_Compartmented_Information,co_occurs_with,source_role,target_role,1
Area_51,Trespass,co_occurs_with,source_role,target_role,1
Area_51,Trichloroethylene,co_occurs_with,source_role,target_role,1
Area_51,UFO_Coverup%3F_Live,co_occurs_with,source_role,target_role,1
Area_51,Unidentified_flying_object,co_occurs_with,source_role,target_role,3
Area_51,Unstart,co_occurs_with,source_role,target_role,1
Area_51,VF-121,co_occurs_with,source_role,target_role,1
Area_51,VX-4,co_occurs_with,source_role,target_role,1
Area_51,Vietnam_War,co_occurs_with,source_role,target_role,1
Area_51,William_Colby,co_occurs_with,source_role,target_role,1
Area_51,Yucca_Flat,co_occurs_with,source_role,target_role,1
Area_51,Yucca_Mountain_nuclear_waste_repository,co_occurs_with,source_role,target_role,1
